+	1	1	5864	
+	1	1	7920	
-	1	1	8248	
+	1	1	9943	
+	1	1	11366	
+	1	1	11483	
+	1	1	11567	
+	1	1	11743	
+	1	1	12795	
+	1	1	13185	
+	1	1	14051	
+	1	1	14298	
+	1	1	14537	
+	1	1	14726	
+	1	1	16956	
-	1	1	17810	
-	1	1	20169	
+	1	2	25401	
+	1	2	25425	
+	1	1	27147	
+	1	1	27839	
+	1	1	27865	
+	1	1	28002	
+	1	1	28760	
-	1	1	29716	
-	1	1	30718	
-	1	1	31220	
+	1	1	31317	
+	1	2	31427	
-	1	1	31539	
-	1	1	31597	
+	1	1	31601	
+	1	1	31665	
+	1	1	31701	
+	1	1	31923	
+	1	1	31959	
-	1	1	31959	
+	1	1	31965	
+	1	1	31966	
+	1	1	31993	
+	1	1	32023	
+	1	1	32072	
+	1	1	32116	
+	1	1	32127	
+	1	1	32265	
+	1	1	32268	
-	1	1	32359	
-	1	1	32399	
+	1	1	32592	
+	1	1	32597	
+	1	1	32606	
+	1	1	32719	
+	1	1	32733	
+	1	1	32738	
-	1	1	32741	
+	1	1	32747	
-	1	1	32749	
-	1	1	33072	
-	1	1	33105	
-	1	1	33230	
+	1	2	33359	
+	1	2	33365	
+	1	3	33371	
+	1	1	33431	
+	1	1	33434	
+	1	1	33514	
+	1	1	33530	
-	1	1	33772	
-	1	1	33789	
+	1	1	33796	
+	1	1	33845	
+	1	1	33909	
+	1	1	33933	
+	1	1	33965	
+	1	1	33966	
+	1	1	33981	
+	1	1	34004	
+	1	1	34065	
+	1	1	34096	
-	1	1	34194	
+	1	2	34242	
+	1	2	34333	
+	1	2	34363	
+	1	1	34386	
+	1	1	34428	
+	1	2	34432	
+	1	1	34470	
+	1	1	34495	
+	1	1	34579	
+	1	1	34609	
+	1	1	34639	
+	1	1	34643	
+	1	2	34676	
+	1	1	34689	
+	1	2	34813	
+	1	1	34825	
+	1	1	34848	
+	1	1	34849	
+	1	1	34864	
+	1	1	34886	
+	1	2	35094	
+	1	1	35219	
+	1	1	35246	
+	1	1	35251	
+	1	2	35311	
+	1	1	35346	
+	1	1	35359	
+	1	2	35369	
+	1	2	35500	
+	1	1	35510	
+	1	1	35554	
+	1	1	35571	
+	1	1	35581	
+	1	2	35595	
+	1	1	35608	
+	1	1	35665	
+	1	1	35675	
+	1	2	35718	
+	1	1	35797	
+	1	1	35800	
+	1	1	35808	
+	1	1	35814	
+	1	1	35897	
+	1	1	35920	
+	1	1	35940	
