-	1	1	60	
-	1	2	1114	
+	1	1	5865	
-	1	1	8247	
+	1	1	9944	
+	1	1	11367	
+	1	1	11484	
+	1	1	11568	
+	1	1	11975	
+	1	1	12796	
+	1	1	13186	
+	1	1	14299	
+	1	1	14538	
+	1	1	14727	
+	1	1	16957	
+	1	2	25402	
+	1	1	27148	
+	1	1	27840	
+	1	1	27866	
+	1	1	28003	
+	1	1	28761	
-	1	1	30717	
-	1	1	31219	
+	1	1	31318	
+	1	2	31428	
+	1	1	31521	
-	1	1	31538	
-	1	1	31596	
+	1	1	31666	
+	1	1	31702	
+	1	1	31924	
+	1	1	31960	
+	1	1	31966	
+	1	1	31994	
+	1	1	32073	
+	1	1	32117	
+	1	1	32128	
+	1	1	32266	
+	1	1	32269	
-	1	1	32358	
+	1	1	32593	
+	1	1	32598	
+	1	1	32607	
+	1	1	32720	
+	1	1	32734	
+	1	1	32739	
-	1	1	32740	
+	1	2	32748	
-	1	1	32748	
-	1	1	33071	
-	1	1	33104	
-	1	1	33229	
+	1	2	33360	
+	1	2	33366	
+	1	3	33372	
+	1	1	33432	
+	1	1	33515	
+	1	1	33531	
-	1	1	33771	
-	1	1	33788	
+	1	1	33797	
+	1	1	33846	
+	1	1	33910	
+	1	1	33966	
+	1	1	33967	
+	1	1	33982	
+	1	1	34066	
+	1	1	34097	
-	1	1	34193	
+	1	2	34243	
+	1	2	34334	
+	1	2	34364	
+	1	1	34387	
+	1	1	34429	
+	1	2	34433	
+	1	1	34471	
+	1	1	34496	
+	1	1	34580	
+	1	1	34610	
+	1	1	34640	
+	1	1	34644	
+	1	2	34677	
+	1	2	34814	
+	1	1	34849	
+	1	1	34850	
+	1	1	34865	
+	1	1	34887	
+	1	2	35095	
+	1	1	35220	
+	1	1	35247	
+	1	1	35252	
+	1	1	35312	
+	1	1	35347	
+	1	1	35360	
+	1	2	35370	
+	1	1	35501	
+	1	1	35511	
+	1	1	35555	
+	1	1	35572	
+	1	2	35596	
+	1	1	35609	
+	1	1	35676	
+	1	1	35719	
+	1	1	35798	
+	1	1	35801	
+	1	1	35809	
+	1	1	35921	
+	1	1	35941	
+	1	1	36003	
+	1	1	36089	
+	1	1	36094	
+	1	1	36176	
+	1	2	36188	
+	1	1	36189	
+	1	1	36225	
+	1	1	36296	
+	1	1	36317	
+	1	1	36376	
+	1	1	36599	
+	1	1	36622	
+	1	2	36633	
+	1	1	36647	
+	1	1	36656	
+	1	1	36667	
+	1	2	36668	
+	1	1	36669	
+	1	3	36696	
+	1	1	36699	
+	1	1	36705	
+	1	1	36785	
+	1	1	36789	
+	1	1	36963	
+	1	1	37000	
+	1	1	37020	
+	1	2	37029	
+	1	3	37113	
+	1	1	37114	
+	1	1	37115	
+	1	3	37160	
+	1	2	37545	
+	1	1	37744	
+	1	1	37911	
+	1	1	38403	
+	1	1	38440	
+	1	1	38797	
+	1	1	38860	
+	1	1	39223	
+	1	1	39224	
+	1	1	39342	
+	1	1	39452	
+	1	1	39460	
+	1	1	39519	
+	1	1	39548	
+	1	1	39844	
+	1	1	39887	
+	1	1	39895	
+	1	1	39959	
+	1	2	40066	
+	1	1	40141	
+	1	1	40452	
+	1	1	40570	
+	1	1	40635	
+	1	1	40701	
+	1	1	40771	
+	1	1	40925	
+	1	1	40981	
+	1	1	41033	
+	1	1	41135	
+	1	2	41188	
+	1	1	41301	
+	1	1	41315	
+	1	1	41385	
+	1	1	41478	
+	1	1	41482	
+	1	2	41568	
+	1	1	41570	
+	1	1	41579	
+	1	1	41641	
+	1	1	41718	
+	1	2	41746	
+	1	2	41755	
+	1	2	41781	
+	1	1	42092	
+	1	1	42307	
+	1	1	42318	
+	1	1	42349	
+	1	1	42427	
+	1	1	42489	
+	1	1	42493	
+	1	1	42525	
+	1	2	42527	
+	1	1	42651	
+	1	1	42693	
+	1	1	42715	
+	1	1	42719	
-	1	1	42748	
-	1	1	42755	
+	1	1	42772	
-	1	1	42818	
-	1	1	42822	
-	1	2	42833	
-	1	1	42857	
-	1	1	42861	
-	1	1	42875	
-	1	1	42881	
-	1	2	42885	
-	1	1	42895	
-	1	1	42898	
-	1	1	42901	
-	1	1	42909	
-	1	1	42930	
-	1	1	42943	
-	1	1	42952	
-	1	1	42959	
-	1	1	42972	
-	1	1	42992	
-	1	1	43021	
-	1	1	43023	
-	1	2	43029	
-	1	2	43035	
-	1	2	43037	
-	1	1	43043	
-	1	1	43050	
-	1	1	43062	
-	1	1	43067	
-	1	1	43070	
-	1	2	43073	
-	1	3	43076	
-	1	2	43078	
-	1	1	43083	
-	1	3	43105	
-	1	1	43113	
