+	1	10	2390	
+	1	26	5116	
+	1	22	5126	
-	1	29	5156	
+	1	5	11648	
+	1	26	13320	
+	1	13	14052	
-	1	1	23256	
+	1	20	27237	
-	1	10	30117	
-	1	9	31623	
+	1	22	32431	
+	1	11	33359	
-	1	18	33364	
+	1	15	33370	
+	1	31	33413	
+	1	18	33440	
+	1	13	33544	
+	1	15	33560	
+	1	9	33757	
+	1	25	33817	
+	1	15	33873	
+	1	4	33939	
+	1	25	34162	
+	1	17	34199	
+	1	23	34286	
+	1	31	34346	
-	1	16	34374	
+	1	14	34445	
+	1	13	34465	
+	1	15	34555	
+	1	17	34564	
+	1	21	34819	
+	1	10	34828	
+	1	14	35147	
+	1	22	35196	
+	1	10	35519	
+	1	4	35580	
+	1	5	35668	
+	1	28	35916	
+	1	26	35944	
+	1	10	36226	
+	1	15	36810	
+	1	9	37123	
+	1	33	37159	
+	1	40	37781	
+	1	13	38927	
+	1	20	39261	
+	1	11	40574	
+	1	15	40881	
+	1	27	40883	
+	1	21	40986	
+	1	23	41095	
+	1	1	41686	
+	1	18	42678	
-	1	8	42839	
-	1	12	42854	
-	1	1	42920	
-	1	4	42922	
-	1	12	43109	
-	1	2	43971	
-	1	20	44108	
-	1	5	44160	
-	1	13	44764	
-	1	19	45116	
+	1	9	46023	
+	1	9	46356	
+	1	43	46486	
+	1	17	46676	
+	1	31	46811	
+	1	20	46885	
+	1	18	47372	
+	1	15	47467	
+	1	14	47640	
+	1	15	47826	
+	1	24	47873	
+	1	8	47914	
+	1	1	47933	
+	1	14	48206	
+	1	14	48215	
+	1	22	48744	
+	1	7	49200	
+	1	18	49911	
+	1	12	49971	
+	1	10	50351	
+	1	26	51825	
-	1	13	51872	
-	1	14	52118	
-	1	15	52226	
-	1	11	52351	
-	1	11	52534	
-	1	16	52535	
-	1	5	52539	
-	1	9	52778	
-	1	7	53053	
-	1	24	53645	
-	1	7	53662	
-	1	16	53770	
-	1	19	54051	
-	1	19	56449	
-	1	28	56633	
-	1	8	57378	
+	1	21	57660	
+	1	30	57844	
-	1	28	57960	
-	1	24	57976	
-	1	19	57986	
-	1	29	58017	
-	1	25	58215	
-	1	19	58306	
-	1	24	58345	
+	1	1	58733	
-	1	14	59039	
-	1	9	59117	
-	1	12	59351	
+	1	10	59465	
-	1	16	59937	
-	1	10	60077	
