-	1	1	5838	
-	1	1	8059	
+	1	1	14744	
-	1	1	15000	
+	1	1	15035	
-	1	1	16392	
-	1	1	17945	
+	1	1	25058	
-	1	1	31722	
+	1	1	31861	
-	1	1	32770	
+	1	1	32804	
-	1	2	33097	
-	1	1	33107	
-	1	1	33704	
+	1	1	33761	
-	1	1	33765	
-	1	2	33879	
-	1	1	33881	
-	1	1	33885	
-	1	1	33888	
-	1	1	33895	
-	1	1	33994	
-	1	1	34024	
-	1	1	34058	
-	1	1	34100	
-	1	1	34106	
-	1	1	34133	
-	1	1	34196	
-	1	1	34226	
+	1	1	34454	
+	1	1	35190	
+	1	1	35197	
+	1	1	35199	
+	1	1	35206	
+	1	1	35212	
+	1	1	35219	
+	1	1	35261	
+	1	1	35262	
+	1	1	35283	
+	1	1	35313	
+	1	2	35340	
+	1	2	35344	
+	1	1	35392	
+	1	1	35413	
+	1	1	35435	
+	1	1	35449	
+	1	2	35463	
+	1	1	35508	
+	1	2	35511	
+	1	1	35564	
+	1	1	35579	
+	1	1	35598	
+	1	2	35606	
+	1	2	35607	
+	1	1	35623	
+	1	1	35644	
+	1	1	35669	
+	1	1	35679	
+	1	3	35728	
+	1	1	35730	
+	1	2	35734	
+	1	1	35778	
+	1	1	35824	
+	1	1	35866	
+	1	1	35867	
+	1	1	35897	
+	1	1	35913	
+	1	1	35934	
+	1	1	35987	
+	1	2	35997	
+	1	1	36004	
+	1	1	36059	
+	1	1	36079	
+	1	1	36086	
+	1	1	36107	
+	1	1	36115	
+	1	1	36174	
+	1	1	36177	
+	1	1	36190	
+	1	1	36195	
+	1	1	36270	
+	1	1	36271	
+	1	1	36328	
+	1	1	36611	
+	1	1	36821	
+	1	1	36926	
+	1	1	36987	
+	1	1	37088	
+	1	1	37115	
+	1	1	37118	
+	1	1	37714	
+	1	1	37743	
+	1	1	38066	
+	1	2	38119	
+	1	1	38180	
+	1	1	38414	
+	1	1	38419	
+	1	1	38642	
+	1	1	38805	
+	1	1	38937	
+	1	1	39330	
+	1	1	39390	
+	1	1	39392	
+	1	1	39673	
+	1	1	39709	
+	1	1	39740	
+	1	1	40142	
+	1	1	40150	
+	1	1	40224	
+	1	1	40341	
+	1	2	40342	
+	1	1	40817	
+	1	1	41089	
+	1	1	41135	
+	1	1	41154	
+	1	1	41155	
+	1	1	41430	
+	1	1	41539	
+	1	1	41644	
+	1	1	41749	
-	1	1	42325	
+	1	1	42424	
+	1	1	42473	
+	1	1	42480	
-	1	1	43222	
-	1	1	43479	
-	1	1	44724	
-	1	1	45648	
-	1	1	45653	
+	1	1	45808	
+	1	1	45893	
+	1	1	45915	
+	1	1	45958	
+	1	2	45959	
+	1	1	45971	
+	1	1	45972	
+	1	1	45974	
+	1	1	46008	
+	1	1	46103	
+	1	1	46111	
+	1	1	46113	
+	1	1	46132	
+	1	1	46135	
+	1	1	46139	
+	1	1	46151	
+	1	1	46200	
+	1	1	46204	
+	1	2	46222	
+	1	2	46223	
+	1	2	46226	
+	1	1	46250	
+	1	1	46307	
+	1	1	46316	
+	1	1	46370	
+	1	1	46406	
+	1	1	46409	
+	1	1	46414	
+	1	2	46454	
+	1	1	46479	
+	1	1	46489	
+	1	1	46504	
+	1	1	46507	
+	1	1	46510	
+	1	1	46515	
+	1	1	46519	
+	1	3	46520	
+	1	2	46532	
+	1	1	46603	
+	1	1	46711	
+	1	1	46713	
+	1	1	46757	
+	1	1	46771	
+	1	1	46870	
+	1	1	46972	
+	1	1	47117	
+	1	1	47127	
+	1	1	47165	
+	1	2	47212	
